Date,Open,High,Low,Close,Volume,SMA 10,EMA 10,Upper band,Lower band,SMA 50,SMA 100,SMA 20,SMA 200,EMA 20,EMA 50,EMA 100,EMA 200,MACD,MACD Signal Line,MACD Histogram,Stochastic %K,Stochastic %D,Williams %R,CCI,Aroon Up,Aroon Down,SMA 5,EMA 5,SMA 5 Crossover Signal,Bollinger Signal,Stochastic,Stochastic Signal,Williams %R Signal,CCI Signal,Aroon Signal,MACD Signal,RSI,RSI Signal,White Marubozu,Black Marubozu,Bullish Engulfing,Bearish Engulfing,Bullish Harami,Bearish Harami,Tweezer Bottom,Tweezer Top,Piercing Line,Dark Cloud Cover,Morning Star,Evening Star,Three White Soldiers,Three Black Crows,Three Inside Up,Three Inside Down,Three Outside Up,Three Outside Down,Upside Tasuki Gap,Downside Tasuki Gap,Crossover SMA 5/20,Crossover SMA 20/100,Crossover SMA 10/50,Crossover SMA 50/200,Crossover SMA 5/20 Signal,Crossover SMA 10/50 Signal,Crossover SMA 20/100 Signal,Crossover SMA 50/200 Signal
1999-01-13,3.92282,3.92282,3.69563,3.75796,284780.58,4.145351,4.106778608987736,4.412148537801688,3.717631462198312,4.1842244,3.9995193,4.06489,4.32998835,4.111424893519157,4.100414340281396,4.138330662840777,4.391463186806495,-0.0024568595418079,0.0131004259300176,-0.0155572854718255,9.023133269637256,42.12201025624568,-90.97686673036274,-5.992927927680814,88.0,44.0,4.148486,4.064560700785644,0,0,0,0,0,0,0,-1,38.27575994099084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-14,3.75796,3.89175,3.75796,3.82485,391891.31,4.115486,4.055518861899056,4.410410030037824,3.689504969962175,4.1762904,3.9955523,4.0499575,4.3283393,4.0841320465173325,4.089607895564479,4.1321231249627415,4.385825244649217,-0.0277182135708571,0.0040296171520454,-0.0317478307229025,18.70638987810883,21.181764314358844,-81.29361012189116,-4.910636352555664,84.0,40.0,4.082524,3.984657133857096,0,0,0,0,0,0,0,0,40.906104916840206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-15,3.3968,3.65981,3.3968,3.62864,472695.84,4.066,3.977904523371955,4.44979899469704,3.610446005302959,4.154534999999999,3.9889533,4.030122499999999,4.3257092,4.04075185161092,4.071530723189401,4.122153162092192,4.378291063110419,-0.0644032523935749,-0.0111776871914257,-0.0532255652021491,23.42741079819324,17.05231131531308,-76.57258920180676,-10.264712290512753,80.0,100.0,3.937164,3.865984755904731,0,0,0,0,1,0,0,0,36.05277038897335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0
1999-01-18,3.7268,3.95845,3.7268,3.89175,730996.15,4.03302,3.9622400645770544,4.449578174776337,3.613792825223663,4.1400068,3.9843164,4.0316855,4.32555385,4.026561199076546,4.0644804987506005,4.117590723238881,4.373449858502355,-0.0681843944060056,-0.0238458443502212,-0.0443385500557843,50.01465223673976,30.71615097101392,-49.98534776326024,-3.609197678796096,76.0,96.0,3.851572,3.874573170603154,-1,0,1,1,0,0,0,0,45.406667800124325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-19,3.89175,4.0567,3.86049,4.0567,519171.5,4.03302,3.979414598290317,4.45151134347534,3.63504465652466,4.1314456,3.9810193,4.043278,4.32521985,4.029431561069257,4.064175381152538,4.116384966343062,4.37029811861676,-0.0554156011539537,-0.0308613458621618,-0.0245542552917918,66.68283465203469,46.7082992289892,-33.317165347965314,-0.8219102197740313,72.0,92.0,3.83198,3.935282113735437,0,0,0,0,0,0,0,0,50.31357934042456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-20,4.08786,4.22155,4.02534,4.02534,411387.15,4.016971,3.9877646713284407,4.449921722278649,3.659789277721352,4.1228864,3.9800377,4.0548555,4.32490725,4.029041888586471,4.062652425028909,4.114582095722407,4.366865699526047,-0.0476973550478363,-0.0346026812367561,-0.0130946738110801,63.51390951991191,60.07046546956209,-36.486090480088095,1.0905002292640378,68.0,88.0,3.885456,3.965301409156958,0,0,0,0,0,0,0,0,49.40441415500985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-21,4.31971,4.91252,4.31971,4.81437,4245573.48,4.082942,4.1380565492687245,4.571197165631007,3.640571834368993,4.1308184,3.9882843,4.1058845,4.3286956,4.103835042054426,4.09213154561601,4.128439281945727,4.37131847863524,0.0296616465087611,-0.0203217195155301,0.0499833660242912,93.52452959649544,74.57375792281398,-6.4754704035045725,13.343283392273682,100.0,84.0,4.08336,4.248324272771305,0,-1,0,0,0,0,1,1,66.03458351876705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-22,4.41777,4.84563,4.41777,4.64951,1266161.49,4.112349,4.23104808576532,4.658971274648059,3.625466725351941,4.1354532,3.9951949,4.142219,4.330835400000001,4.15580408566829,4.113989524219304,4.1387575139864055,4.374086553474691,0.0739931650585958,0.0006371437231645,0.0733560213354313,82.64785052648249,79.89542988096325,-17.352149473517507,11.515588351050145,96.0,80.0,4.287533999999999,4.3820528485142045,0,0,0,0,0,0,0,0,61.4870670195628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1999-01-25,4.51583,4.81437,4.51583,4.71641,902458.19,4.152019,4.319295706535261,4.743804715700658,3.5968082842993434,4.141425999999999,4.005760899999999,4.170306500000001,4.3324854,4.209195125128453,4.137613856602861,4.150196177075784,4.377492756922704,0.1131495490064358,0.0256399004527804,0.0875096485536554,87.06159448974745,87.74465820424176,-12.938405510252554,11.875859140936038,92.0,76.0,4.452465999999999,4.493505232342804,0,0,0,0,0,0,0,0,62.61226137258889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1999-01-26,4.81437,5.04621,4.71641,4.74757,1410308.96,4.21131,4.397163759892486,4.846003973755342,3.547211026244658,4.153284200000001,4.0140084,4.1966075,4.33495915,4.260468922735267,4.161533705363533,4.162025361688144,4.381175117550339,0.144615619363666,0.0520789490996439,0.0925366702640221,81.89413184108253,83.86785895243746,-18.105868158917467,14.681874464624354,100.0,72.0,4.5906400000000005,4.578193488228536,0,0,0,0,0,0,0,0,63.15225407497519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-27,4.81437,4.94825,4.61816,4.88126,1662310.82,4.323639999999999,4.485181258093852,4.942442322248727,3.526548677751272,4.1664784,4.0242161,4.2344955,4.3377669,4.319591882474766,4.189758265937512,4.176267631753726,4.386151086529939,0.1789640629799498,0.0802756410730452,0.0986884219069046,89.99945435034346,86.3183935603911,-10.00054564965655,13.470839586287418,96.0,68.0,4.761824,4.679215658819024,0,0,0,0,0,0,0,0,65.45740721862333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-28,4.74757,4.91252,4.74757,4.81437,1577907.47,4.422592,4.545033756622242,5.024993450239784,3.513084549760216,4.1730706,4.0327753,4.269038999999999,4.3392596,4.36671360795336,4.214252843743885,4.188903322214048,4.390411971241084,0.1970885829029889,0.1062340725908105,0.0908545103121784,85.9440648474303,85.94588367961872,-14.055935152569704,12.870244718225509,92.0,64.0,4.761824,4.724267105879349,0,0,0,0,0,0,0,0,63.32290484334117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-29,4.84563,4.97942,4.84563,4.94825,1183064.18,4.554553,4.618345800872744,5.119937321126522,3.500615678873477,4.1876046,4.0410228,4.3102765,4.341577050000001,4.422098026243516,4.243037045950007,4.203939890090997,4.395962598392915,0.2205186163963137,0.1316306378809223,0.0888879785153914,92.57546933856796,89.50632951211388,-5.9390933727818105,14.195298251930206,88.0,60.0,4.821572000000001,4.798928070586233,0,0,0,0,0,0,0,0,65.73154311757514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-01,4.91252,4.97942,4.91252,4.97942,1839149.46,4.663320000000001,4.683995655259517,5.209414054972256,3.4869259450277457,4.2054358,4.0489587,4.3481700000000005,4.343895,4.475176309458419,4.2719148088539285,4.219295931871374,4.401768144677563,0.2385118650271236,0.1553820216911893,0.0831298433359342,94.36713558006949,90.96222325535588,-4.049326728951571,14.10339652692018,84.0,56.0,4.874173999999999,4.859092047057489,0,0,0,0,0,0,0,0,66.28665972097858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-02,4.81437,4.88126,4.81437,4.81437,873400.86,4.7390870000000005,4.707700081575968,5.266600054508542,3.505506945491458,4.2205892,4.057517900000001,4.3860535,4.34554305,4.507480470462379,4.293187561447892,4.231079576784812,4.405873635775299,0.2344828016017581,0.1729599727824269,0.0615228288193312,77.28995856475359,88.07752116113032,-14.055935152569704,10.53395764419722,80.0,52.0,4.8875340000000005,4.844184698038326,1,0,0,0,0,0,0,0,60.681247228813696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-03,4.58272,4.64951,4.51583,4.58272,1133957.9,4.794825,4.684976430380337,5.284116544425393,3.5276794555746087,4.2291504,4.063448,4.4058980000000005,4.3463678,4.514646139942152,4.304541774724446,4.238042753482143,4.407633301090968,0.2075882297155571,0.1806551409897892,0.0269330887257679,36.2023399862354,69.28647804368613,-28.10035103461238,4.321347108054535,76.0,48.0,4.827826,4.757029798692217,0,0,-1,-1,-1,0,0,0,53.80424109748356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-04,4.61816,4.61816,4.4533,4.48476,871465.49,4.761864,4.648573443038457,5.295837773469856,3.5489682265301448,4.2330748,4.0696907,4.422403,4.34505375,4.511799840900043,4.311609156107801,4.242928243512199,4.408400730930858,0.1754474278836655,0.1794978714106506,-0.0040504435269851,10.65972885239635,41.38400913446176,-42.553110860157226,2.4888886507430863,72.0,44.0,4.761904,4.666273199128145,0,0,0,0,0,0,0,-1,51.1636128065588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-05,4.28854,4.41777,4.28854,4.38641,312686.37,4.735554,4.60090736248601,5.296154737072791,3.551748262927208,4.236372,4.0743266,4.423951499999999,4.3425795,4.499857951290515,4.314542522534946,4.245769466412948,4.408181917687766,0.1396481261170343,0.1706423724565136,-0.0309942463394793,12.91723309620276,19.92643397827814,-55.64551496137372,-1.0560403591062644,68.0,40.0,4.649536,4.572985466085431,0,0,0,0,0,0,0,0,48.5854673422628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-08,4.38641,4.58272,4.38641,4.51583,506345.94,4.715496,4.585438751124917,5.304682008556616,3.5628329914433845,4.242972,4.0808800000000005,4.4337575000000005,4.33959265,4.501379098786656,4.322436149102204,4.251117199751305,4.409253042884902,0.121934456474535,0.1598183911271851,-0.03788393465265,29.998548180606328,17.858503376401785,-51.95372574372838,1.6480258768646845,64.0,36.0,4.556818,4.553933644056954,0,0,0,0,0,0,0,0,52.01226293043438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-09,4.4533,4.48476,4.38641,4.41777,457723.76,4.682516,4.554953523647659,5.308725898154264,3.585100101845737,4.2476108,4.0838227,4.446913,4.3358038500000005,4.493416327473642,4.326174731490354,4.254417255201775,4.409337788726844,0.0979450380767863,0.1460687571159853,-0.048123719039199,18.705129689671107,20.54030365549337,-82.94376179603262,-0.1290241650093798,60.0,32.0,4.477498,4.508545762704636,0,0,1,1,0,0,0,0,49.32948886804551,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-10,4.28854,4.41777,4.28854,4.41777,259494.08,4.636167,4.53001106480263,5.28787285525374,3.6719341447462615,4.2534962,4.088772199999999,4.479903500000001,4.33315145,4.486211915333295,4.3297667028044575,4.257651963019561,4.409421691326577,0.0782359336929188,0.1309947963553039,-0.0527588626623851,18.705129689671107,22.469602519982818,-82.94376179603262,-2.0182391743868267,56.0,28.0,4.444508,4.478287175136424,0,0,0,0,0,0,0,0,49.32948886804551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0
1999-02-11,4.38641,4.55165,4.38641,4.38641,76874.05,4.593370999999999,4.50390178029306,5.258169908373544,3.7577930916264553,4.2594672,4.0923829000000005,4.5079815,4.3305209,4.476706971015839,4.331988008576832,4.260201627118184,4.409192719273577,0.0592577004015719,0.1150532194766968,-0.0557955190751248,14.16599119962938,17.192083526323838,-87.08276690379724,-1.2101473550563957,52.0,24.0,4.424838,4.4476614500909495,0,0,0,0,0,0,0,0,48.40349397101034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-12,4.61816,4.64951,4.61816,4.61816,660020.91,4.560362,4.524676002057958,5.166591514786245,3.948323485213755,4.273374,4.099647,4.5574575,4.3285583,4.49017868806195,4.343210439613035,4.267289911729704,4.411271995698716,0.0646974222235927,0.1038630423093403,-0.0391656200857476,47.71016674386281,26.86042921105441,-56.4955719508494,1.795680541117142,48.0,20.0,4.471188,4.5044943000606334,-1,0,1,1,1,0,0,0,55.10978015237036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-15,4.51583,4.55165,4.51583,4.51583,59397.01,4.514003,4.52306763804742,5.10469100410903,4.072631995890969,4.2812206,4.1055771,4.5886615,4.32508115,4.492621670151288,4.349979834138014,4.272211497636047,4.412312373850967,0.0588689079556141,0.0938643457862901,-0.0349954378306759,38.346942907274936,33.40770028358901,-67.1013779527559,-1.2214155303775058,44.0,16.0,4.471188,4.508272866707089,0,0,0,0,0,0,0,0,51.901935994353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-16,4.74757,4.84563,4.71641,4.84563,540193.8,4.517129,4.581715340220615,5.070935544209944,4.185280455790054,4.29504,4.1144489,4.628107999999999,4.3237433,4.52624151108926,4.369417095544367,4.283566319465035,4.416623992021604,0.0832281417500455,0.0915007448893469,-0.0082726031393013,100.0,62.01903655037921,-19.36515748031501,4.041342875108677,40.0,12.0,4.55676,4.620725244471393,0,0,0,0,0,0,0,0,59.9859871142198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-17,4.84563,4.97942,4.84563,4.94825,682310.11,4.553682,4.648358005635049,5.05944836887028,4.28905863112972,4.3102884,4.1247032,4.6742535,4.3226069,4.566432795747426,4.392116425130862,4.296728372544935,4.421913803046265,0.1101084736207616,0.0956357957185501,0.0144726779022114,95.48836266790175,77.9451018583922,-4.511637332098246,5.843176162006014,36.0,8.0,4.662856,4.729900162980929,0,0,0,0,0,0,0,1,62.11944386795324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-18,4.91252,5.07738,4.84563,5.07738,637324.86,4.612944000000001,4.726362004610494,5.100897380026508,4.273910619973492,4.3267796,4.1368721,4.687404,4.32211615,4.615094434247671,4.418989506498279,4.312186820613352,4.428435854757248,0.1409625946287382,0.1057084176985919,0.0352541769301462,100.0,98.49612088930054,-0.0,7.1868227467140775,100.0,4.0,4.801049999999999,4.845726775320619,0,0,0,0,0,0,1,0,64.67197429670261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1999-02-19,4.94825,5.04621,4.94825,5.04621,1188889.86,4.678924,4.784516185590404,5.145977180858001,4.268500819141998,4.343272799999999,4.1477497,4.707239,4.3219603,4.6561530595574165,4.443586388596386,4.3267219330764535,4.434582861177574,0.1600920134216856,0.1177936611926128,0.0422983522290728,96.0486283657016,97.17899701120108,-3.951371634298399,7.06617949774613,96.0,0.0,4.88666,4.912554516880413,0,0,0,0,0,0,0,0,63.55864522978143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-22,5.07738,5.1132,5.04621,5.07738,604571.89,4.735079000000001,4.837764151846694,5.195555633904456,4.255019366095543,4.3590496000000005,4.1592953,4.725287499999999,4.32260595,4.696269911028138,4.468441040023979,4.341586449253157,4.440978852608644,0.175551796936495,0.1306288024690311,0.0449229944674639,95.65639172507456,97.23500669692535,-4.343608274925447,8.08934779205723,100.0,0.0,4.99897,4.967496344586943,0,0,0,0,0,0,0,0,64.22194348920674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-23,5.01068,5.01068,4.7834,4.7834,652073.43,4.771642,4.82787976060184,5.198635453338226,4.255522546661774,4.3689468,4.1691914,4.727079,4.3222948,4.704568014739745,4.480792371787745,4.350335232436263,4.444386028204578,0.158810453525624,0.1368913915927184,0.0219190619329056,60.00776077413725,83.90426028830444,-39.992239225862754,3.126149090280233,96.0,0.0,4.986524,4.906130896391296,1,0,0,0,-1,0,0,0,54.2014148542935,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-24,4.84563,4.88126,4.7834,4.7834,846623.95,4.808204999999999,4.8197925314015055,5.193748020574266,4.250623979425733,4.3795584,4.1827448,4.722186,4.32296425,4.712075822859769,4.49265933759999,4.35891077238802,4.447759301555776,0.1438964656002666,0.1384480747055069,0.0054483908947596,54.62238060512672,70.09551103477948,-39.992239225862754,2.1566928061488144,92.0,0.0,4.953554,4.865220597594197,0,0,-1,-1,0,0,0,0,54.2014148542935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-25,4.74757,4.81437,4.61816,4.71641,205002.96,4.841205,4.800995707510323,5.186263630084833,4.248312369915169,4.3914166,4.1966089,4.717288000000001,4.32296425,4.712488601635029,4.501433873380383,4.365989965014,4.450432442833828,0.1245674176371673,0.1353634842458759,-0.0107960666087085,33.57717997221146,49.40244045049178,-48.11558702980626,0.0382908250774967,88.0,44.0,4.881360000000001,4.815617065062798,0,0,0,0,0,0,0,-1,52.05491677227247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-26,4.64951,4.91252,4.64951,4.88126,335028.1,4.867514999999999,4.815589215235718,5.175067356028845,4.252809643971156,4.408535,4.2131021,4.7139385,4.3236327,4.728562068145979,4.51632901560076,4.376193332043426,4.454719284198666,0.1228961317984111,0.1325929614797726,-0.0096968296813614,61.17314227363278,49.79090095032362,-28.12553052166952,2.366451631094264,84.0,40.0,4.84837,4.837498043375199,-1,0,0,0,0,0,0,0,56.60883140403394,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-01,5.01068,5.04621,4.97942,5.04621,921103.25,4.920553,4.857520267011042,5.186864416890653,4.247691583109348,4.4322494,4.2309322,4.717278,4.3252817,4.758814252132076,4.537108662047789,4.389460988834646,4.460604763957884,0.1348381410019516,0.1330918902624791,0.0017462507394725,86.46776018099555,60.40602747561323,-8.123347803943405,6.998993610927934,80.0,36.0,4.842136000000001,4.907068695583466,0,0,0,0,0,0,0,1,60.63758407093176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1999-03-02,5.1132,5.1132,4.94825,5.07738,601762.05,4.943727999999999,4.897494763918125,5.220593385182625,4.240263614817375,4.4573,4.249074,4.7304285,4.32857975,4.789153847167117,4.558295773340032,4.403083147471583,4.466741830983178,0.1450929155046498,0.1357587847607393,0.0093341307439105,92.76422107304457,80.13504117589093,-4.928521306016893,7.265239360613674,76.0,32.0,4.900932,4.963839130388978,0,0,0,0,0,0,0,0,61.3675303470822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-03,5.1132,5.1132,5.04621,5.07738,778619.23,4.956641,4.930201170478466,5.26526918269855,4.24505381730145,4.4829718000000005,4.2680196,4.7551615,4.3313875,4.816603956960725,4.578652017522776,4.416435560392937,4.472817832664938,0.1511210380002552,0.139172618813965,0.0119484191862901,92.76422107304457,90.66540077569486,-5.996283710263355,7.441422093857911,72.0,28.0,4.959728,5.001686086925986,0,0,0,0,0,0,0,0,61.3675303470822,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-04,5.14447,5.14447,5.04621,5.07738,451010.22,4.956640999999999,4.9569609576642,5.30470586217036,4.26487913782964,4.5086436,4.285806,4.7847925,4.3336836,4.841439770583513,4.598209977619923,4.429523569098028,4.478833376618521,0.153820606099436,0.1424277270996252,0.0113928789998107,87.25275978035754,90.92706730881552,-10.67224484601685,7.034569438628345,100.0,24.0,5.031922,5.026917391283991,0,0,0,0,0,0,0,0,61.367530347082194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-05,5.17553,5.40748,5.17553,5.40748,597710.03,4.992768,5.038873510816163,5.37374516309072,4.29794683690928,4.5383368,4.3062235,4.835846,4.33597975,4.895348363861273,4.6299460569289455,4.448889042977275,4.48807364152779,0.1835494968667621,0.151565898158989,0.031983598707773,100.0,93.33899361780068,-0.0,11.360151942591193,100.0,20.0,5.137166,5.153771594189328,0,-1,0,0,0,0,0,0,68.97701866984323,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-08,5.40748,5.70602,5.40748,5.60806,704512.79,5.045836,5.142361963395042,5.500711408546106,4.280203591453892,4.5674048,4.3293167,4.890457499999999,4.34092925,4.963225662541151,4.668303466461143,4.471842923314359,4.49921778439816,0.2220654449330794,0.1672324641087869,0.0548329808242925,90.99516481900248,92.74930819978664,-9.00483518099752,15.623559134205648,100.0,16.0,5.249536,5.305201062792886,0,0,0,0,0,0,0,0,72.51911583472793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-09,5.54117,5.67029,5.40748,5.40748,480702.03,5.108244,5.190565242777761,5.570876573502877,4.309009426497124,4.5911234,4.3494235,4.939943,4.34487585,5.005535599441994,4.697290781501883,4.490370390179422,4.508255219379274,0.2308453351772579,0.1813686576795583,0.0494766774976996,72.5571305131175,87.85076511070662,-27.442869486882504,12.6567186003678,96.0,12.0,5.315556,5.339294041861924,0,0,0,0,-1,0,0,0,64.57857505960712,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-10,5.30932,5.37612,5.30932,5.37612,643359.63,5.167516000000001,5.224302471363623,5.587986699881606,4.387734300118394,4.6161758,4.3685468,4.9878605,4.3489982000000005,5.04082935187609,4.723911535168477,4.507909986413492,4.516890689833211,0.2318251823499961,0.1925812187174334,0.0392439636325627,69.67440663320653,77.74223398844214,-30.32559336679347,8.383395114884827,92.0,8.0,5.375304,5.351569361241284,0,0,-1,-1,0,0,0,0,63.40954592876952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-11,5.34049,5.44311,5.34049,5.44311,210775.08,5.240186,5.264085658388418,5.613123837989022,4.468267162010978,4.642568,4.3890099000000005,5.0406955,4.3541249,5.079141794554557,4.752115396534419,4.526428798563719,4.526106802372184,0.2356187162988963,0.2021451070688696,0.0334736092300266,75.1152379059356,72.44892501741985,-24.16763186439429,8.53347268024489,88.0,4.0,5.448449999999999,5.382082907494189,1,0,0,0,0,0,0,0,64.87240956087818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-12,5.47417,5.47417,5.30932,5.30932,478070.38,5.282992,5.272310084135978,5.633694800521964,4.516812199478036,4.6662844,4.4074652,5.0752535,4.3577579,5.101063528406504,4.773966557454638,4.541931594631764,4.533899968517735,0.223509271691654,0.2068926992072661,0.0166165724843878,47.64902279055649,64.14622244323284,-36.46608938650194,6.704133661299217,84.0,0.0,5.428818,5.357828604996126,0,0,0,0,0,0,0,0,59.735881332925935,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-15,5.40748,5.40748,5.30932,5.34049,564733.55,5.31242,5.2847064324748905,5.627386035919781,4.605586964080218,4.6886632,4.42494,5.1164865,4.36154675,5.123866049510647,4.7961831630446525,4.557744632361828,4.54192573997527,0.21412611851055,0.208500125719107,0.005625992791443,51.76240811855843,58.17555627168347,-33.600830989281675,5.511639406430124,80.0,8.0,5.375304,5.352049069997418,0,0,0,0,0,0,0,0,60.52018206962114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-16,5.30932,5.34049,5.30932,5.30932,1314692.0,5.3356140000000005,5.289181626570365,5.637855155835592,4.641486844164408,4.7137156,4.4404536,5.139671,4.3660045,5.141528330509633,4.816306176258587,4.572627312909118,4.549561503756611,0.2013657940313598,0.2069147186773854,-0.0055489246460256,39.876631151392,46.42935402016894,-36.46608938650194,4.195461105530705,76.0,4.0,5.355672,5.337806046664945,0,0,0,0,0,0,0,-1,59.27671794910172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-17,5.30932,5.34049,5.30932,5.30932,924568.17,5.358808,5.292843149012116,5.652422452187362,4.663026547812637,4.7361854,4.4549419,5.1577245,4.36997195,5.157508489508715,4.835640051699427,4.587215286910917,4.557121289788884,0.1889685470726068,0.2029266805429902,-0.0139581334703834,39.876631151392,43.83855680711411,-37.54815382722362,3.7513886448785927,72.0,0.0,5.342312,5.32831069777663,0,0,0,0,0,0,0,0,59.27671794910172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-18,5.27786,5.27786,5.1132,5.1132,325394.51,5.36239,5.26018075828264,5.648979285761934,4.670051714238065,4.7553562,4.4668457,5.1595155,4.3719559,5.153288633365028,4.846524755554352,4.597630825783968,4.562654411283522,0.1594090167572499,0.1932560885906035,-0.0338470718333535,0.0,26.58442076759464,-78.23218126872268,0.1558820425111907,68.0,0.0,5.27633,5.256607131851087,0,0,0,0,0,0,0,0,51.54812623524494,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
